Ticker,Description,Price,Change %,Change,Technical Rating,Volume,Volume*Price,Market Capitalization,Price to Earnings Ratio (TTM),Basic EPS (TTM),Number of Employees,Sector,Industry,1-Month High,1-Month Low,1-Year Beta,3-Month High,3-Month Low,3-Month Performance,5Y Performance,6-Month High,6-Month Low,6-Month Performance,52 Week High,52 Week Low,All Time High,All Time Low,Average Volume (10 day),Average Volume (30 day),Average Volume (60 day),Average Volume (90 day),Cash and short term investments (FY),Cash and short term investments (MRQ),Cash & Equivalents (FY),Cash & Equivalents (MRQ),"Change 1M, %","Change 1W, %",Country,Debt to Equity Ratio (MRQ),Current Ratio (MRQ),Dividends per share (Annual YoY Growth),Dividends per Share (FY),Dividends per Share (MRQ),Dividend Yield Forward,EBITDA (Annual YoY Growth),EBITDA (Quarterly QoQ Growth),EBITDA (Quarterly YoY Growth),EBITDA (TTM),EBITDA (TTM YoY Growth),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ),EPS Diluted (Annual YoY Growth),EPS Diluted (FY),EPS Diluted (MRQ),EPS Diluted (Quarterly QoQ Growth),EPS Diluted (Quarterly YoY Growth),EPS Diluted (TTM),EPS Diluted (TTM YoY Growth),EPS Forecast (MRQ),Exponential Moving Average (5),Exponential Moving Average (20),Exponential Moving Average (30),Exponential Moving Average (100),Free Cash Flow (Annual YoY Growth),Free Cash Flow Margin (FY),Free Cash Flow Margin (TTM),Free Cash Flow (Quarterly QoQ Growth),Free Cash Flow (Quarterly YoY Growth),Free Cash Flow (TTM YoY Growth),Gross Margin (FY),Gross Margin (TTM),Gross Profit (Annual YoY Growth),Gross Profit (FY),Gross Profit (MRQ),Gross Profit (Quarterly QoQ Growth),Gross Profit (Quarterly YoY Growth),Gross Profit (TTM YoY Growth),Money Flow (14),Net Debt (MRQ),Net Income (Annual YoY Growth),Net Income (FY),Net Income (Quarterly QoQ Growth),Net Income (Quarterly YoY Growth),Net Income (TTM YoY Growth),Net Margin (FY),Net Margin (TTM),Operating Margin (FY),Operating Margin (TTM),Price to Book (FY),Price to Book (MRQ),Price to Free Cash Flow (TTM),Price to Revenue Ratio (TTM),Price to Sales (FY),Quick Ratio (MRQ),Recent Earnings Date,Relative Strength Index (7),Relative Strength Index (14),Research & development Ratio (FY),Research & development Ratio (TTM),Return on Assets (TTM),Return on Equity (TTM),Return on Invested Capital (TTM),Revenue (Annual YoY Growth),Revenue per Employee (FY),Revenue (Quarterly QoQ Growth),Revenue (Quarterly YoY Growth),Revenue (TTM YoY Growth),Shares Float,Simple Moving Average (5),Simple Moving Average (10),Simple Moving Average (30),Simple Moving Average (100),Total Assets (Annual YoY Growth),Total Assets (MRQ),Total Assets (Quarterly QoQ Growth),Total Assets (Quarterly YoY Growth),Total Debt (Annual YoY Growth),Total Current Assets (MRQ),Total Debt (MRQ),Total Debt (Quarterly QoQ Growth),Total Debt (Quarterly YoY Growth),Total Liabilities (FY),Total Liabilities (MRQ),Total Revenue (FY),Total Shares Outstanding,Upcoming Earnings Date,Volatility,Volatility Month,Volatility Week,Volume Weighted Average Price,Volume Weighted Moving Average (20),YTD Performance,Weekly Performance,Yearly Performance,Simple Moving Average (20),Simple Moving Average (50),Simple Moving Average (200),Pretax Margin (TTM),Dividends Paid (FY),Exponential Moving Average (50),Exponential Moving Average (10),Basic EPS (FY),Monthly Performance,Change from Open %
AAPL,Apple Inc.,189.77,0.89855381,1.69,Buy,60749883,11528574562.96,2984835835767.6416,32.24255399,5.9134,164000,Electronic Technology,Telecommunications Equipment,194.48,182.02,1.1757021,194.48,162.8,17.41013426,302.69496021,194.48,133.77,43.73248504,194.48,124.17,194.48,0.049107,52043732.1,59703769.6,56953027.51666667,58815187.25555556,48304000000,55872000000,21475000000,21706000000,-2.16528329,-0.47723935,United States,1.76348982,0.94035395,5.88235294,0.9,0.23,0.5104211,8.57335341,-19.81917189,-4.58491258,123788000000,-5.35723843,24.33190074,2666920000000,8.89205558,6.1132,1.52,-18.90856869,-0.00655867,5.8857,-4.3302287,1.190494,189.61029575,187.47044369,185.12225888,171.79605845,19.89177326,28.26149804,25.31583116,-15.13667351,-0.03118665,-7.84834535,43.30963056,43.18103325,11.74199796,170782000000,41976000000,-16.60176429,-1.36986301,-0.65952973,61.54849552,53743000000,5.41085763,99803000000,-19.46129742,-3.39864054,-7.46946584,25.30964071,24.49291733,30.2887444,29.16267415,59.7091472,48.00402711,30.8472118,7.80922806,7.8567859,0.87804289,2023-05-04,54.81773135,60.66962938,6.65714836,7.4589387,27.62681929,145.6054092,57.17793047,7.7937876,2404439.02439024,-19.05013913,-2.51033122,-0.25435341,15714418340.4,189.79,190.555,185.24133333,168.95535,0.49942735,332160000000,-4.20681361,-5.27630596,-2.96069498,112913000000,109615000000,-1.34551346,-8.63970129,302083000000,270002000000,394328000000,15728700000,2023-08-03,1.92073009,1.34892507,1.71908378,189.98,187.87054639,45.66318698,-0.93701877,30.19346872,187.986,180.0077,155.856525,29.01310066,-14841000000,180.5774403,189.4272715,6.1546,4.68913775,0.04744833
MSFT,Microsoft Corporation,337.2,1.42268475,4.73,Buy,29995133,10114358847.6,2507246328346.3022,36.55205307,9.2577,221000,Technology Services,Packaged Software,351.47,327,1.2036239,351.47,275.37,18.90405162,233.36628769,351.47,230.68,42.27728036,351.47,213.431,351.47,0.088543,23366554.9,26425943.36666667,27402756.51666667,28500609.07777778,104757000000,104427000000,13931000000,26562000000,-0.98079521,-0.00593085,United States,0.40739048,1.91255791,10.71428571,2.48,0.68,0.81811893,21.06884775,7.70990144,7.30828189,98769000000,3.13253767,25.13067359,2126760000000,19.78642826,9.647,2.45,11.54283634,10.41751115,9.2252,-3.75277781,2.551331,335.66390922,334.73634236,331.78718826,306.05101297,16.09287573,32.858728,27.65341465,264.03347622,-11.03462037,-9.80848089,68.40167448,68.44901754,17.05910786,135620000000,36729000000,4.1691483,8.84279152,7.36635309,47.21168492,-25115000000,18.71521601,72738000000,11.40943683,9.3914395,-4.74218836,36.68633681,33.24806952,42.05527816,40.85100028,15.11246958,12.88122722,43.84316622,12.12413255,12.82336208,1.87898379,2023-04-25,53.20109721,54.52501452,12.36293943,13.15326772,19.0480133,38.6010341,27.59260333,17.95607063,897149.32126697,0.20854267,7.08468395,7.80755828,7323169488.059999,335.998,336.757,334.78733333,299.5047,9.30585807,380088000000,4.26166912,10.2960764,-4.71328909,163889000000,79312000000,1.70160928,1.70682602,198298000000,185405000000,198270000000,7435490000,2023-07-27,2.73542467,1.90784434,2.2113406,338.174,337.50435555,38.71976304,0.62968158,26.82413119,336.957,326.065,270.7236,40.98010029,-18135000000,323.94684277,335.97281182,9.7036,2.62340982,0.17825312
GOOG,Alphabet Inc.,119.62,1.62263189,1.91,Neutral,22056571,2638407023.02,1514981955113.978,26.60113859,4.521,190234,Technology Services,Internet Software/Services,126.7,115.83,1.1922303,129.55,103.27,12.35089697,109.01807634,129.55,88.86,30.69224718,129.55,83.45,152.1,24.31235,20591202.5,24467739.66666667,25767002.51666667,26924683.84444445,113762000000,115102000000,21879000000,25924000000,-1.11597917,-0.43282837,United States,0.11304591,2.35258663,,0,0,,-2.41412654,3.77558547,-4.60632257,87722000000,-7.95656052,16.01859158,1247980000000,-18.75969269,4.5575,1.17,11.54613703,-4.65437414,4.4968,-18.6570674,1.334681,119.15245002,120.67100977,120.43959485,113.28283245,-10.44887483,21.36537606,21.88831339,7.4973469,12.40208877,-10.25585272,55.06791277,55.18570242,5.54285597,154672000000,39552000000,-1.21137947,3.71846646,1.77813423,57.01519398,-85609000000,-21.12372259,59972000000,10.47416324,-8.42662448,-21.40087739,21.35184691,20.71346497,25.94784157,25.59352295,6.00051969,5.83304197,24.77608238,5.42306656,5.60419966,2.31896477,2023-04-25,46.82672234,47.53634239,14.06319537,14.50052149,16.1266304,22.75674017,20.64565464,9.08275337,1476471.08298201,-7.52994866,2.90847888,4.83584015,5084692998,119.054,120.052,122.47533333,110.17165,1.66894909,369491000000,1.15724517,3.4710554,5.15293953,161985000000,29493000000,-1.61457117,3.11516677,109120000000,108597000000,280875000000,12698000000,2023-07-25,2.73109244,2.04713712,2.00767952,119.86,121.61070495,33.16264054,-0.36648342,2.38063652,121.464,119.8931,103.026875,24.96031395,0,118.45874702,119.86234122,4.591,-3.05928117,0.26823135
AMZN,"Amazon.com, Inc.",130.8,1.56856655,2.02,Buy,54021849,7066057849.200001,1342054227122.0967,317.3216885,0.4192,1541000,Retail Trade,Internet Retail,131.85,123.85,1.4623246,131.85,101.11,32.18797372,50.51870264,131.85,88.12,38.88299002,146.57,81.43,188.65391,0.065624,45997404.6,56429991.76666667,62674775.85,60607228.26666667,70391000000,64796000000,54253000000,49734000000,0.33752685,0.78594545,United States,1.00163726,0.92309412,,0,0,,-19.27753195,-0.37698535,25,58196000000,4.43989807,24.25100201,1158720000000,-108.24895036,-0.2672,0.31,1035.55555556,,0.4122,-80.11865143,0.353009,129.40332955,127.57642101,125.52378334,114.53817279,-14.71546924,-3.28668458,-1.63289179,-174.86686273,46.90829153,65.15570372,43.80533987,44.72763228,14.01371292,225152000000,59567000000,-6.28815053,19.26519171,16.62427723,67.35672537,89983000000,-108.15849419,-2722000000,1041.00719424,,-79.94676131,-0.5295895,0.81806526,2.62868616,2.77959295,9.17300584,8.68298156,,2.578387,2.59292856,0.691543,2023-04-27,60.81335675,60.93356506,14.24424543,15.0164699,0.9813231,2.97649787,1.58110335,9.39951726,333538.61129137,-14.64169861,9.3727457,9.86901044,8987853890,128.97,129.275,126.72266667,109.69205,10.01690647,464378000000,0.36807694,13.05143792,17.12087547,136221000000,154779000000,-0.12453863,19.56662804,316632000000,309852000000,513983000000,10260400000,2023-07-27,1.92501746,2.17756087,2.24658895,130.29666667,128.1379874,53.05406038,0.42997543,16.61911555,128.2515,120.4421,104.440625,0.65689078,0,121.32603817,129.02290064,-0.2672,5.46686018,0.3760264
NVDA,NVIDIA Corporation,439.02,3.53024407,14.97,Buy,48127010,21128719930.2,1084379368784.596,228.15715622,1.9378,26196,Electronic Technology,Semiconductors,439.9,397.4,1.7504381,439.9,262.2,64.21784993,603.83967936,439.9,167.31,169.70143752,439.9,108.13,439.9,0.333335,37795706,49230915.53333333,47320657.43333333,47104486.65555555,13296000000,15320000000,3389000000,5079000000,3.78232708,3.29153236,United States,0.49265905,3.42741047,0,0.16,0.04,0.0377314,-36.50468123,49.97029115,-29.00140647,6091000000,-51.4003032,171.42726479,687710000000,-54.70898646,1.7423,1.09,43.74562018,28.64534337,1.9242,-48.36025978,2.05564,428.14610191,415.03472465,402.14271914,325.72125893,-53.17265125,14.11729814,19.71172424,53.13398505,94.37956204,-35.64219026,56.92889449,56.31424376,-12.12589413,15356000000,4648000000,21.2627185,-14.4172344,-24.3982154,47.11929428,-3240000000,-55.20918786,4368000000,44.48373409,26.26699629,-49.32868168,16.19337139,18.52152407,20.67546526,17.37769534,48.98524819,44.27800885,214.30303862,42.24282402,40.80311189,2.7922865,2023-05-24,71.5603331,67.15244575,27.20768147,29.34925419,10.69007048,18.8552321,13.09884944,0.2229323,1029699.19071614,18.85638737,-13.22393822,-12.39971565,2370545450,426.186,422.064,411.709,311.2204,-6.80064272,44460000000,7.95978826,-1.66327524,2.94344143,24883000000,12080000000,0.40728119,3.25668861,19081000000,19940000000,26974000000,2470000000,2023-08-23,3.576665,2.99757156,2.68382326,435.38093333,422.90629057,195.6164568,4.19366323,187.5425727,423.0115,368.086,234.8089,17.72161682,-398000000,375.93715471,424.2724857,1.7563,11.99489796,2.01938048
TSLA,"Tesla, Inc.",271.99,0.81544905,2.2,Buy,95671769,26021764450.31,862073461168.7084,80.02765763,3.7448,127855,Consumer Durables,Motor Vehicles,284.25,240.7,1.7784445,284.25,152.37,48.66497226,1191.91074544,284.25,124.3082,133.36765337,314.666352,101.81,414.496252,0.998666,119654781.9,150516508.23333332,137540730.96666667,137749673.94444445,22479000000,22888000000,16547000000,16534000000,3.9041907,-0.88911562,United States,0.11599451,1.56717452,,0,0,,86.87147869,-24.65475223,-17.24291769,16806000000,31.5435191,49.92071592,703338000000,122.04304372,3.6213,0.85,-32.28574093,-23.92875851,3.3987,38.34975169,0.788193,271.51722822,259.2497312,248.75223741,213.77078483,51.73590207,9.28162824,6.70076132,-69.92957746,-80.7917229,-16.75090253,25.59843854,23.13477073,53.26326621,20853000000,4511000000,-21.91448849,-17.38095238,18.11761913,48.60926231,-17314000000,127.7878349,12583000000,-32.34819989,-23.99637791,40.43364308,15.44646584,13.70140059,16.97969605,14.98576161,19.25054587,17.93683233,163.61861578,10.96369292,11.6025294,1.04322788,2023-04-19,59.3839533,63.7865554,3.77476615,3.46486895,15.42215332,28.70256516,25.97419767,51.35165264,637143.63927887,-4.06694629,24.38153124,38.3421772,2755116400.5,272.472,270.017,249.92166667,202.7918,32.52321707,86833000000,5.45920474,31.48944547,-35.21920433,42997000000,5574000000,-3.02713987,-20.65480427,36440000000,37598000000,81462000000,3169500000,2023-07-19,2.47918662,3.8466666,3.17387226,273.32333333,262.5750046,129.58554908,-2.44960907,14.83812528,263.9245,219.2028,193.610425,14.98576161,0,232.56205754,268.86650739,4.0201,9.6999274,-1.56880485
META,"Meta Platforms, Inc.",309.34,3.70444869,11.05,Strong Buy,36676972,11345702466.179998,792885870818.8008,38.37155935,8.082,86482,Technology Services,Internet Software/Services,309.45,268.315,1.3894778,309.45,207.13,43.39220322,52.97201068,309.45,132.14,129.19167222,309.45,88.09,384.33,17.55,26894856,24920188.46666667,24183882.08333333,25269627.32222222,41032000000,37663000000,14975000000,11775000000,7.79148373,6.47437442,United States,0.22647542,2.06780663,,0,0,,-22.80519006,-16.0178833,2.01310861,42044000000,-19.22382325,18.63490239,540796000000,-37.64832324,8.5862,2.2,24.80562965,-19.22130395,8.0617,-39.04473143,2.895205,298.83710342,286.29165196,279.26487072,237.94628111,-51.31404029,16.331501,14.96855453,30.87051939,-17.12796757,-55.84575551,79.62935965,79.54766247,-2.54513014,92855000000,22427000000,-11.32418647,2.39236634,-2.90920816,81.27169866,-9400000000,-41.07188214,23200000000,22.72141015,-23.52310784,-42.57057154,19.89554837,18.2733114,28.77565197,28.1134423,6.4322281,6.36056295,45.71856761,6.84340872,7.16785737,2.06780663,2023-04-26,80.57800819,75.12253337,28.83053624,29.58771496,12.29850678,17.29113832,14.88513188,-1.11931756,1348361.50875327,-10.94357221,2.64081984,-1.93872946,2203777012.25,296.85,291.844,280.33966667,231.99895,11.89249761,184491000000,-0.6654929,12.34517532,88.72284489,52483000000,28263000000,3.61096855,92.81620958,60014000000,59696000000,116609000000,2563150000,2023-07-26,3.71875546,2.85951157,3.39285074,306.2968,288.16637299,151.86451718,7.5404137,87.70631068,286.552,264.7383,180.726175,23.19465512,0,265.7692707,293.69938863,8.6342,15.78395778,2.51702597
AVGO,Broadcom Inc.,889.95,0.89564084,7.9,Buy,2819675,2509369766.25,367269361562.7464,28.12577034,32.8776,20000,Electronic Technology,Semiconductors,897.59,818.85,1.202131,921.7799,601.29,43.75595652,263.3190447,921.7799,559.11,54.19734904,921.7799,415.0682,921.7799,14.33,2171422.9,3651658.43333333,2938687.88333333,2737937.72222222,12416000000,11553000000,12416000000,11553000000,2.59617491,5.10186005,United States,1.78629527,2.37931034,13.88888889,16.4,4.6,2.0860496,30.87266553,-3.71089955,5.96536241,20331000000,20.48,19.26944799,295273000000,76.8239285,26.5319,10.32,-7.33187832,37.43677928,31.6418,56.85222823,10.434987,875.70152324,849.29141616,827.68530288,720.69777858,22.45326927,49.12809084,48.74721762,11.36536995,5.33910534,18.44404382,62.0064452,63.69499458,38.31373866,20588000000,5767000000,1.92647579,14.3792146,27.20123098,69.86936456,27758000000,70.65023753,11495000000,-7.763646,34.4015444,53.33258654,34.62036563,39.06169739,43.02924435,45.45117288,16.38113119,16.74191546,22.24614506,10.84437675,11.33779628,2.12821196,2023-06-01,70.01935672,67.38652648,14.81492636,14.15158952,19.09251949,63.66955834,22.74604296,20.95810565,1660150,-2.04150308,7.77489819,16.83003267,403528757.905,868.896,866.072,842.074,694.2851,-3.0713246,71667000000,-1.79374041,-0.07250519,-0.73250068,17871000000,39311000000,0.07382516,-0.39274312,50540000000,49660000000,33203000000,412685000,2023-09-07,1.7675737,2.22527994,2.36670618,889.84666667,861.27643402,57.51327434,2.59972331,82.43409454,859.993,767.6688,609.72055,41.41601507,-7032000000,787.73634066,866.86062284,27.4401,9.71866062,0.10686164
PEP,"PepsiCo, Inc.",183.17,-0.44026525,-0.81,Sell,6080043,1113681476.31,252352042057.57336,38.58810146,4.7702,315000,Consumer Non-Durables,Beverages: Non-Alcoholic,188,181.08,0.28835705,196.88,179.33,0.30117183,62.61541193,196.88,167.05,4.42987457,196.88,160.98,196.88,0.54165,5367265.2,5358836.56666667,4679586.33333333,4545901.14444444,5348000000,5204000000,4954000000,4770000000,-1.10679192,0.04915884,United States,2.45082737,0.86801873,6.53325486,4.525,1.15,2.750299,3.3340397,0.52413793,39.77752313,15453000000,11.64655749,18.70497941,284557000000,17.12827058,6.4239,1.5,273.26203209,-54.42823099,4.7468,-35.1024705,1.962789,184.05379796,184.7360257,184.95584352,183.43329275,-19.83979402,6.48588591,6.05031518,-152.4811219,-39.79885057,-28.83099532,53.38009097,53.58964166,8.43050592,46122000000,9902000000,-32.4740862,11.88700562,9.12139503,47.96381963,36563000000,16.95983198,8910000000,272.97297297,-54.65853086,-35.25823906,10.31214194,7.47458686,13.73331944,14.24158101,14.70785433,14.81095155,47.58912709,2.87929218,2.94037001,0.647521,2023-04-25,39.37955881,44.05305514,0.89233013,,7.07619191,37.34536375,12.26425643,8.72678311,274295.23809524,-36.26687621,10.13455129,8.89784913,1373041673.94,184.226,184.611,184.00866667,183.1513,-0.2056789,93042000000,0.92746266,0.08605667,-2.10250602,22427000000,41767000000,0.67491021,4.28974506,74914000000,75867000000,86403000000,1377690000,2023-07-13,0.89356469,1.18590074,1.3629678,183.585,184.97323704,1.42865053,-0.98918919,5.87861272,184.892,186.9076,179.6976,9.12487932,-6172000000,184.92499281,184.47184105,6.4565,0.37262316,-0.44026525
COST,Costco Wholesale Corporation,538,1.57843063,8.36,Strong Buy,1960548,1054774824,238413882387.08557,39.85864258,13.5183,304000,Retail Trade,Specialty Stores,546.05,516.54,0.8348775,546.05,476.75,9.01943302,154.72278775,546.05,465.33,11.87589677,564.75,447.9,612.27,0.9375,1684482.3,1778978.43333333,1772860.88333333,1882387.23333333,11049000000,13708000000,10203000000,12493000000,-0.07058212,2.46643177,United States,0.38204345,1.08139902,-73.95993837,3.38,1.02,0.77033454,7.51654922,-9.8062954,-3.82960413,10250000000,4.50652529,22.80145122,217063000000,16.60957384,13.1398,2.93,-11.16332656,-3.65316323,13.4977,6.30621407,4.769585,533.08501744,528.22010925,524.02836325,508.55929104,-34.80446927,1.54260335,2.47322058,-68.67940921,93.29758713,42.02439024,12.14871736,12.11211254,9.21766686,27572000000,6473000000,-5.40698524,3.71735299,5.692895,66.15440861,-4704000000,16.71659676,5844000000,-11.18690314,-3.76940133,6.26992561,2.57497114,2.54839833,3.43373547,3.32565982,11.53731259,10.11767724,41.05541473,1.01539097,1.05430733,0.56657626,2023-05-25,62.8489996,62.05087325,0,0,9.18808,27.56339581,19.5125124,15.83481771,746559.21052632,-2.92765896,2.0001521,8.2302862,441102871.9799999,531.414,534.211,524.491,502.4262,8.26415604,66752000000,-0.14360938,4.5417528,-0.11396511,34289000000,9004000000,-1.47718569,-0.354139,43519000000,43179000000,226954000000,443148000,2023-09-26,1.97134304,1.14671304,1.54115011,536.40666667,529.16838642,17.46724891,-0.59495215,8.24731897,529.2935,512.9836,495.84595,3.41485376,-1498000000,517.40236277,532.11703179,13.1725,4.00556758,1.12781955
