Ticker,Description,Price,Change %,Change,Technical Rating,Volume,Volume*Price,Market Capitalization,Price to Earnings Ratio (TTM),Basic EPS (TTM),Number of Employees,Sector,Industry,1-Month High,1-Month Low,1-Year Beta,3-Month High,3-Month Low,3-Month Performance,5Y Performance,6-Month High,6-Month Low,6-Month Performance,52 Week High,52 Week Low,All Time High,All Time Low,Average Volume (10 day),Average Volume (30 day),Average Volume (60 day),Average Volume (90 day),Cash and short term investments (FY),Cash and short term investments (MRQ),Cash & Equivalents (FY),Cash & Equivalents (MRQ),"Change 1M, %","Change 1W, %",Country,Debt to Equity Ratio (MRQ),Current Ratio (MRQ),Dividends per share (Annual YoY Growth),Dividends per Share (FY),Dividends per Share (MRQ),Dividend Yield Forward,EBITDA (Annual YoY Growth),EBITDA (Quarterly QoQ Growth),EBITDA (Quarterly YoY Growth),EBITDA (TTM),EBITDA (TTM YoY Growth),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ),EPS Diluted (Annual YoY Growth),EPS Diluted (FY),EPS Diluted (MRQ),EPS Diluted (Quarterly QoQ Growth),EPS Diluted (Quarterly YoY Growth),EPS Diluted (TTM),EPS Diluted (TTM YoY Growth),EPS Forecast (MRQ),Exponential Moving Average (5),Exponential Moving Average (20),Exponential Moving Average (30),Exponential Moving Average (100),Free Cash Flow (Annual YoY Growth),Free Cash Flow Margin (FY),Free Cash Flow Margin (TTM),Free Cash Flow (Quarterly QoQ Growth),Free Cash Flow (Quarterly YoY Growth),Free Cash Flow (TTM YoY Growth),Gross Margin (FY),Gross Margin (TTM),Gross Profit (Annual YoY Growth),Gross Profit (FY),Gross Profit (MRQ),Gross Profit (Quarterly QoQ Growth),Gross Profit (Quarterly YoY Growth),Gross Profit (TTM YoY Growth),Money Flow (14),Net Debt (MRQ),Net Income (Annual YoY Growth),Net Income (FY),Net Income (Quarterly QoQ Growth),Net Income (Quarterly YoY Growth),Net Income (TTM YoY Growth),Net Margin (FY),Net Margin (TTM),Operating Margin (FY),Operating Margin (TTM),Price to Book (FY),Price to Book (MRQ),Price to Free Cash Flow (TTM),Price to Revenue Ratio (TTM),Price to Sales (FY),Quick Ratio (MRQ),Recent Earnings Date,Relative Strength Index (7),Relative Strength Index (14),Research & development Ratio (FY),Research & development Ratio (TTM),Return on Assets (TTM),Return on Equity (TTM),Return on Invested Capital (TTM),Revenue (Annual YoY Growth),Revenue per Employee (FY),Revenue (Quarterly QoQ Growth),Revenue (Quarterly YoY Growth),Revenue (TTM YoY Growth),Shares Float,Simple Moving Average (5),Simple Moving Average (10),Simple Moving Average (30),Simple Moving Average (100),Total Assets (Annual YoY Growth),Total Assets (MRQ),Total Assets (Quarterly QoQ Growth),Total Assets (Quarterly YoY Growth),Total Debt (Annual YoY Growth),Total Current Assets (MRQ),Total Debt (MRQ),Total Debt (Quarterly QoQ Growth),Total Debt (Quarterly YoY Growth),Total Liabilities (FY),Total Liabilities (MRQ),Total Revenue (FY),Total Shares Outstanding,Upcoming Earnings Date,Volatility,Volatility Month,Volatility Week,Volume Weighted Average Price,Volume Weighted Moving Average (20),YTD Performance,Weekly Performance,Yearly Performance,Simple Moving Average (20),Simple Moving Average (50),Simple Moving Average (200),Pretax Margin (TTM),Dividends Paid (FY),Exponential Moving Average (50),Exponential Moving Average (10),Basic EPS (FY),Monthly Performance,Change from Open %
AAPL,Apple Inc.,190.69,0.07872363,0.15,Buy,41616227,7935798326.63,2999306251086,32.39886505,5.9134,164000,Electronic Technology,Telecommunications Equipment,194.48,182.5901,1.1559166,194.48,162.8,15.85758552,299.18358803,194.48,133.77,44.42929637,194.48,124.17,194.48,0.049107,50583177.7,57282732.13333333,56811683.18333333,57978167.7,48304000000,55872000000,21475000000,21706000000,-1.69098314,0.00524439,United States,1.76348982,0.94035395,5.88235294,0.9,0.23,0.5034349,8.57335341,-19.81917189,-4.58491258,123788000000,-5.35723843,24.66353161,2666920000000,8.89205558,6.1132,1.52,-18.90856869,-0.00655867,5.8857,-4.3302287,1.190494,190.17679811,188.04156502,185.80844924,172.53401322,19.89177326,28.26149804,25.31583116,-15.13667351,-0.03118665,-7.84834535,43.30963056,43.18103325,11.74199796,170782000000,41976000000,-16.60176429,-1.36986301,-0.65952973,54.56206514,53743000000,5.41085763,99803000000,-19.46129742,-3.39864054,-7.46946584,25.30964071,24.49291733,30.2887444,29.16267415,59.99861559,48.23674938,30.99675828,7.84708699,7.8948754,0.87804289,2023-05-04,59.35019267,62.5590167,6.65714836,7.4589387,27.62681929,145.6054092,57.17793047,7.7937876,2404439.02439024,-19.05013913,-2.51033122,-0.25435341,15714418340.4,189.538,190.794,186.13066667,169.70505,0.49942735,332160000000,-4.20681361,-5.27630596,-2.96069498,112913000000,109615000000,-1.34551346,-8.63970129,302083000000,270002000000,394328000000,15728700000,2023-08-03,0.81732848,1.32030409,1.33918754,190.49996667,188.5264303,46.36935831,-0.3761559,32.35008329,188.6845,180.8697,156.256675,29.01310066,-14841000000,181.34937876,189.82238836,6.1546,3.99192889,0.24181254
MSFT,Microsoft Corporation,345.24,0.75293294,2.58,Strong Buy,28352675,9788477517,2567027564458,37.42357889,9.2577,221000,Technology Services,Packaged Software,351.47,327,1.1988443,351.47,275.37,20.29268293,230.78470825,351.47,230.68,45.6696568,351.47,213.431,351.47,0.088543,24532894.7,25541488.03333334,27484788.1,28434497.72222223,104757000000,104427000000,13931000000,26562000000,1.38016092,2.37826938,United States,0.40739048,1.91255791,10.71428571,2.48,0.68,0.7878578,21.06884775,7.70990144,7.30828189,98769000000,3.13253767,25.735935,2126760000000,19.78642826,9.647,2.45,11.54283634,10.41751115,9.2252,-3.75277781,2.549685,340.41062632,336.41945486,333.31132708,307.53760789,16.09287573,32.858728,27.65341465,264.03347622,-11.03462037,-9.80848089,68.40167448,68.44901754,17.05910786,135620000000,36729000000,4.1691483,8.84279152,7.36635309,54.77171434,-25115000000,18.71521601,72738000000,11.40943683,9.3914395,-4.74218836,36.68633681,33.24806952,42.05527816,40.85100028,15.47280248,13.18835968,44.88853709,12.41321329,13.12911484,1.87898379,2023-04-25,66.55901458,61.10459605,12.36293943,13.15326772,19.0480133,38.6010341,27.59260333,17.95607063,897149.32126697,0.20854267,7.08468395,7.80755828,7323169488.059999,337.88,338.457,335.73066667,301.1816,9.30585807,380088000000,4.26166912,10.2960764,-4.71328909,163889000000,79312000000,1.70160928,1.70682602,198298000000,185405000000,198270000000,7435490000,2023-07-25,2.54712323,1.89673045,1.98990759,346.99333333,338.29210045,42.02731611,1.7446658,37.78185737,337.7705,327.6036,271.78625,40.98010029,-18135000000,325.48693944,338.65254345,9.7036,3.26015433,-0.67608389
GOOG,Alphabet Inc.,125.7,0.69694785,0.87,Strong Buy,20499709,2576813421.3,1594227849579,27.95321117,4.521,190234,Technology Services,Internet Software/Services,127.09,115.83,1.204578,129.55,103.27,16.7239298,112.15189873,129.55,88.86,37.33502316,129.55,83.45,152.1,24.31235,21968004.1,23909710.8,25856232.63333334,26852549.12222222,113762000000,115102000000,21879000000,25924000000,3.91006035,4.62793408,United States,0.11304591,2.35258663,,0,0,,-2.41412654,3.77558547,-4.60632257,87722000000,-7.95656052,17.1977252,1247980000000,-18.75969269,4.5575,1.17,11.54613703,-4.65437414,4.4968,-18.6570674,1.334931,122.59664445,121.50833226,121.04395345,113.75284588,-10.44887483,21.36537606,21.88831339,7.4973469,12.40208877,-10.25585272,55.06791277,55.18570242,5.54285597,154672000000,39552000000,-1.21137947,3.71846646,1.77813423,57.37090287,-85609000000,-21.12372259,59972000000,10.47416324,-8.42662448,-21.40087739,21.35184691,20.71346497,25.94784157,25.59352295,6.30551183,6.12952162,26.0353917,5.69870813,5.8890478,2.31896477,2023-04-25,67.97508104,59.96140233,14.06319537,14.50052149,16.1266304,22.75674017,20.64565464,9.08275337,1476471.08298201,-7.52994866,2.90847888,4.83584015,5084692998,120.946,120.996,122.55933333,110.77325,1.66894909,369491000000,1.15724517,3.4710554,5.15293953,161985000000,29493000000,-1.61457117,3.11516677,109120000000,108597000000,280875000000,12698000000,2023-07-25,1.80944756,2.13137507,2.32072408,125.89666667,121.73987668,39.93098074,3.97882372,13.42103838,121.55,120.6299,103.289625,24.96031395,0,118.98277263,121.66272429,4.591,1.53473344,0.45552625
AMZN,"Amazon.com, Inc.",134.68,0.28294862,0.38,Strong Buy,54484678,7337996433.04,1381864336335.0002,326.73459486,0.4192,1541000,Retail Trade,Internet Retail,136.65,123.85,1.4638896,136.65,101.15,31.94866268,49.31843253,136.65,88.12,43.00276067,146.57,81.43,188.65391,0.065624,48272013.4,55714690.56666667,63273885.58333334,60693723.76666667,70391000000,64796000000,54253000000,49734000000,3.31389997,3.77562028,United States,1.00163726,0.92309412,,0,0,,-19.27753195,-0.37698535,25,58196000000,4.43989807,25.29121136,1158720000000,-108.24895036,-0.2672,0.31,1035.55555556,,0.4122,-80.11865143,0.353778,132.25036869,128.83230835,126.644185,115.32059519,-14.71546924,-3.28668458,-1.63289179,-174.86686273,46.90829153,65.15570372,43.80533987,44.72763228,14.01371292,225152000000,59567000000,-6.28815053,19.26519171,16.62427723,65.37994744,89983000000,-108.15849419,-2722000000,1041.00719424,,-79.94676131,-0.5295895,0.81806526,2.62868616,2.77959295,9.44511029,8.94055012,,2.65487126,2.66984418,0.691543,2023-04-27,72.09431964,67.01955715,14.24424543,15.0164699,0.9813231,2.97649787,1.58110335,9.39951726,333538.61129137,-14.64169861,9.3727457,9.86901044,8987853890,131.138,130.479,127.614,110.42835,10.01690647,464378000000,0.36807694,13.05143792,17.12087547,136221000000,154779000000,-0.12453863,19.56662804,316632000000,309852000000,513983000000,10260400000,2023-07-27,1.93197076,2.11656006,2.10718079,135.13,128.95564075,57.59419612,4.73598258,22.16981132,129.0465,121.7081,104.640875,0.65689078,0,122.3385535,130.8364872,-0.2672,6.29834254,0.46247949
NVDA,NVIDIA Corporation,454.69,-1.10490028,-5.08,Buy,77204522,35104124108.18,1123084306030.0002,236.30080033,1.9378,26196,Electronic Technology,Semiconductors,480.88,401,1.7570766,480.88,262.25,71.55523695,621.78744345,480.88,167.31,179.32792726,480.88,108.13,480.88,0.333335,40666728.6,46978497.3,47860612.41666666,47549412.54444444,13296000000,15320000000,3389000000,5079000000,7.48664366,6.97833094,United States,0.49265905,3.42741047,0,0.16,0.04,0.03518881,-36.50468123,49.97029115,-29.00140647,6091000000,-51.4003032,183.85229125,687710000000,-54.70898646,1.7423,1.09,43.74562018,28.64534337,1.9242,-48.36025978,2.056228,444.02160085,422.66615782,409.01089157,330.87696292,-53.17265125,14.11729814,19.71172424,53.13398505,94.37956204,-35.64219026,56.92889449,56.31424376,-12.12589413,15356000000,4648000000,21.2627185,-14.4172344,-24.3982154,64.77340403,-3240000000,-55.20918786,4368000000,44.48373409,26.26699629,-49.32868168,16.19337139,18.52152407,20.67546526,17.37769534,50.73368525,45.85842979,221.95218585,43.75060283,42.25950285,2.7922865,2023-05-24,74.07582152,69.72822625,27.20768147,29.34925419,10.69007048,18.8552321,13.09884944,0.2229323,1029699.19071614,18.85638737,-13.22393822,-12.39971565,2370545450,439.866,431.571,416.20933333,316.026,-6.80064272,44460000000,7.95978826,-1.66327524,2.94344143,24883000000,12080000000,0.40728119,3.25668861,19081000000,19940000000,26974000000,2470000000,2023-08-23,6.71992898,3.06991008,3.65883319,462.05666667,427.82591051,206.16793482,7.43584897,200.95975642,426.725,374.9512,238.144,17.72161682,-398000000,382.18414013,435.0835648,1.7563,11.37811092,-2.39103223
TSLA,"Tesla, Inc.",281.38,1.25224901,3.48,Buy,120060592,33782649376.96,891835058249.105,82.79047871,3.7448,127855,Consumer Durables,Motor Vehicles,285.3,240.7,1.7664459,285.3,152.37,52.96547975,1237.44348377,285.3,124.3082,141.42428142,314.666352,101.81,414.496252,0.998666,113823241.8,148956784.03333333,137940890.15,137199066.97777778,22479000000,22888000000,16547000000,16534000000,7.49130916,2.53252195,United States,0.11599451,1.56717452,,0,0,,86.87147869,-24.65475223,-17.24291769,16806000000,31.5435191,51.45020731,703338000000,122.04304372,3.6213,0.85,-32.28574093,-23.92875851,3.3987,38.34975169,0.789021,276.22321254,262.96442849,252.61643253,216.35432038,51.73590207,9.28162824,6.70076132,-69.92957746,-80.7917229,-16.75090253,25.59843854,23.13477073,53.26326621,20853000000,4511000000,-21.91448849,-17.38095238,18.11761913,64.80636266,-17314000000,127.7878349,12583000000,-32.34819989,-23.99637791,40.43364308,15.44646584,13.70140059,16.97969605,14.98576161,19.91513878,18.55607148,169.26727493,11.34219608,12.00308733,1.04322788,2023-04-19,69.53762201,68.00320849,3.77476615,3.46486895,15.42215332,28.70256516,25.97419767,51.35165264,637143.63927887,-4.06694629,24.38153124,38.3421772,2755119570,274.134,274.571,255.06133333,204.2811,32.52321707,86833000000,5.45920474,31.48944547,-35.21920433,42997000000,5574000000,-3.02713987,-20.65480427,36440000000,37598000000,81462000000,3169500000,2023-07-19,3.25359198,3.80442521,3.18900385,280.99666667,264.55757346,137.51160631,1.05951227,19.78896299,266.1135,223.9456,193.650125,14.98576161,0,236.18472132,272.48551321,4.0201,8.15236192,1.57756038
META,"Meta Platforms, Inc.",308.87,-1.44858173,-4.54,Buy,23054044,7120722337.96,791681175295.8048,38.31325899,8.082,86482,Technology Services,Internet Software/Services,316.24,271.42,1.4022095,316.24,207.13,41.7615201,48.63096097,316.24,132.14,128.84344669,316.24,88.09,384.33,17.55,29016583.3,25055018.7,24610085.78333334,24983493.92222223,41032000000,37663000000,14975000000,11775000000,7.62770925,6.31260111,United States,0.22647542,2.06780663,,0,0,,-22.80519006,-16.0178833,2.01310861,42044000000,-19.22382325,18.88302472,540796000000,-37.64832324,8.5862,2.2,24.80562965,-19.22130395,8.0617,-39.04473143,2.895205,305.41982374,290.77869922,283.2356673,240.81545154,-51.31404029,16.331501,14.96855453,30.87051939,-17.12796757,-55.84575551,79.62935965,79.54766247,-2.54513014,92855000000,22427000000,-11.32418647,2.39236634,-2.90920816,74.26257393,-9400000000,-41.07188214,23200000000,22.72141015,-23.52310784,-42.57057154,19.89554837,18.2733114,28.77565197,28.1134423,6.4224552,6.35089894,45.64910447,6.8330111,7.15696679,2.06780663,2023-04-26,71.60993644,71.0075152,28.83053624,29.58771496,12.29850678,17.29113832,14.88513188,-1.11931756,1348361.50875327,-10.94357221,2.64081984,-1.93872946,2203777012.25,304.802,297.39,283.50766667,234.76855,11.89249761,184491000000,-0.6654929,12.34517532,88.72284489,52483000000,28263000000,3.61096855,92.81620958,60014000000,59696000000,116609000000,2563150000,2023-07-26,2.4462424,2.84195098,3.0281585,310.3704,291.4259624,151.48184335,5.71223219,91.58293016,290.4325,267.5355,182.453675,23.19465512,0,269.25449402,299.38983867,8.6342,13.60108868,-0.93652779
V,Visa Inc.,243.16,-0.06164975,-0.15,Buy,4941152,1201490520.32,498478709917,33.11407988,7.5296,26500,Commercial Services,Miscellaneous Commercial Services,244.74,221.37,0.89237916,244.74,216.14,4.36499421,73.94663424,244.74,208.76,9.57595422,244.74,174.6,252.67,10.445,5533250.8,6824325.43333333,6514524.68333333,6646602.02222222,20868000000,19141000000,18035000000,16389000000,2.39178036,2.83780926,United States,0.53431868,1.50060219,17.1875,1.5,0.45,0.7402533,23.92376142,-1.56662559,11.1950686,21723000000,14.57278481,23.10126179,475238000000,24.80093293,6.8492,2.09,2.41179784,20.17064231,7.3431,18.06765926,2.114353,241.62550525,235.66737166,233.66142823,227.64011065,23.1166506,60.99965882,58.64506342,-6.93523712,13.28367474,18.92139538,77.50255885,76.99383533,23.92122634,22716000000,6057000000,-2.21181789,8.82141574,14.29187428,67.297546,1465000000,21.83544304,14630000000,1.97320341,17.41935484,15.09588227,49.91470488,49.97902075,67.38314568,67.15295485,15.12352705,13.59508171,28.00956962,16.42622987,17.72056499,1.50060219,2023-04-25,77.58423225,69.357006,,,18.37295255,41.54036001,27.49491739,21.59303049,1106037.73584906,0.61743952,11.07247183,15.02023239,1613599981.9,241.478,239.762,231.18166667,227.4265,3.1424918,86755000000,1.60211742,6.04708586,6.35736445,28657000000,20606000000,0.58085615,-2.00218766,49920000000,48190000000,29310000000,2049999500,2023-07-25,1.14895024,1.41808102,1.03809826,243.28666667,232.89232569,16.18883792,2.71617454,21.58,234.014,230.1994,217.84955,61.16902818,-3203000000,231.44279482,239.2217271,7.0186,8.67971753,-0.64152331
UNH,UnitedHealth Group Incorporated,480.17,7.24064768,32.42,Buy,11379333,5464014326.610001,447053639501,21.9605673,22.1501,400000,Health Services,Managed Health Care,485,447.18,0.24824825,509.59,445.68,-8.01340996,87.28109521,530.45,445.68,-1.22194565,558.1,445.68,558.1,0.08203126,5235622.8,4699316.7,3671075.36666667,3578907.87777778,,,23365000000,41913000000,-0.09778628,4.02747086,United States,0.86811295,0.80609021,14.28571429,6.4,1.65,1.5661119,,,,,,,525550000000,17.13724731,21.179,6.14,18.35305818,12.91987703,21.8651,19.65731047,6.467946,464.52511151,470.3334992,473.47070184,484.19729352,17.67308563,7.21984687,10.18235182,,226.76322418,78.01311407,,,,,,,,,34.18547215,28675000000,16.40150419,20120000000,17.85339214,11.61726676,18.64756447,6.20677316,6.16293192,8.77184864,8.80235992,5.76658384,5.5037192,13.23706581,1.34784461,1.40720226,,2023-07-14,62.08852106,54.16115188,,,8.20095184,26.87469983,16.20468749,12.71397129,810405,11.04521241,14.70012102,12.90337758,927482906.016,461.112,466.624,476.46766667,482.7721,16.01268111,283679000000,13.33469169,28.22345167,24.22030392,93895000000,70588000000,13.0257954,48.6282189,163955000000,193057000000,324162000000,931032000,2023-10-17,8.09589011,1.85585932,2.47518081,475.09333333,468.76951292,-8.56168949,3.26236559,-2.9959596,470.266,479.8946,499.1495,8.08408544,-5991000000,477.59264322,466.06837767,21.4728,5.61543199,3.80931791
JPM,JP Morgan Chase & Co.,149.77,0.60455431,0.9,Buy,27028201,4048013663.770001,437671172246,11.0472664,13.5763,293723,Finance,Major Banks,152.89,137.62,0.90834403,152.89,131.81,10.81761006,39.5806151,152.89,123.11,10.44985251,152.89,101.28,172.96,3.208349,11981751.9,10445161.3,10529921.78333333,13477955.98888889,,,,,2.97717272,3.76195095,United States,2.00322685,1.48741564,5.26315789,4,1,2.6707618,,,,,,,976621000000,-21.34749557,12.0848,4.75,14.83565709,55.85743056,13.5572,0.59732724,3.531121,148.02812596,144.37759019,143.02653926,138.49405065,101.82571775,63.3627858,32.38205332,72.52921371,-70.46067244,-34.67058349,,,,,,,,,83.9015508,561844000000,-22.06930961,37487000000,14.560891,52.2567338,-0.75982429,23.79492453,23.22809046,29.90123269,29.80220415,1.6588046,1.58761724,7.64118489,2.47437257,2.82348136,,2023-07-14,78.04834387,69.97266083,,,1.08572655,14.19230841,6.85603395,24.81836837,536362.49119068,19.17088567,68.8132033,43.34321176,2894063600.89,147.872,146.36,142.56866667,137.3325,-2.0788729,3744305000000,2.14313988,-5.31981419,-0.83078499,1753431000000,607142000000,7.78344677,2.35444455,3373411000000,3441223000000,157542000000,2922290000,2023-10-13,3.01866451,1.57220677,1.76159652,150.35666667,144.34571355,10.74386276,4.07198944,38.68876748,143.682,140.1286,133.73745,28.93854935,-13562000000,141.20066787,146.40334168,12.102,4.73426573,-1.17452986
